rank,entry,contestant,wins,teams_remaining,optimal_win_path_prob,optimal_ev_path_score,survival_prob,fair_value,predicted_next_picks
1,SUBIIME-4,SUBIIME,0,32,0.001319,0.0,0.00056,768.88,BUF 11%; NE 11%; SF 8%
1127,TKOB-1,TKOB,0,32,0.001319,0.0,8e-05,105.62,BUF 19%; NE 18%; SF 8%
1128,CNT WALK-2,CNT WALK,0,32,0.001319,0.0,8e-05,105.62,BUF 15%; NE 15%; SF 8%
1129,No Regrets-2,No Regrets,0,32,0.001319,0.0,8e-05,105.62,BUF 13%; NE 13%; SF 8%
1130,Cubby-1,Cubby,0,32,0.001319,0.0,8e-05,105.62,BUF 19%; NE 18%; SF 8%
1131,COLTS45-2,COLTS45,0,32,0.001319,0.0,8e-05,105.62,BUF 19%; NE 18%; SF 8%
1132,EX-FINANCE-2,EX-FINANCE,0,32,0.001319,0.0,8e-05,105.62,BUF 15%; NE 15%; SF 8%
1133,Black Devil-1,Black Devil,0,32,0.001319,0.0,8e-05,105.62,BUF 15%; NE 15%; SF 8%
1134,WARDOG-3,WARDOG,0,32,0.001319,0.0,8e-05,105.62,BUF 11%; NE 11%; SF 8%
1135,Lehrjet-4,Lehrjet,0,32,0.001319,0.0,8e-05,105.62,BUF 15%; NE 15%; SF 8%
1136,MALM20-3,MALM20,0,32,0.001319,0.0,8e-05,101.7,BUF 15%; NE 15%; SF 8%
1137,cricks-1,cricks,0,32,0.001319,0.0,8e-05,101.7,BUF 19%; NE 18%; SF 8%
1138,Meegs Mafia-1,Meegs Mafia,0,32,0.001319,0.0,8e-05,101.7,BUF 19%; NE 18%; SF 8%
1139,WARDOG-2,WARDOG,0,32,0.001319,0.0,8e-05,101.7,BUF 19%; NE 18%; SF 8%
1140,RAMS AD-1,RAMS AD,0,32,0.001319,0.0,8e-05,98.07,BUF 19%; NE 18%; SF 8%
1141,Feech La Manna-1,Feech La Manna,0,32,0.001319,0.0,8e-05,98.07,BUF 19%; NE 18%; SF 8%
1142,EIGHTOCHO8-1,EIGHTOCHO8,0,32,0.001319,0.0,8e-05,98.07,BUF 19%; NE 18%; SF 8%
1143,Larry B 27-2,Larry B 27,0,32,0.001319,0.0,8e-05,98.07,BUF 13%; NE 13%; SF 8%
1144,One Man Gang-2,One Man Gang,0,32,0.001319,0.0,8e-05,98.07,BUF 19%; NE 18%; SF 8%
1145,Heavy Weight Heads-5,Heavy Weight Heads,0,32,0.001319,0.0,8e-05,98.07,BUF 10%; NE 10%; SF 7%
1146,ALMOST PERFECT-1,ALMOST PERFECT,0,32,0.001319,0.0,0.00016,96.35,BUF 19%; NE 18%; SF 8%
1147,KB512-2,KB512,0,32,0.001319,0.0,8e-05,94.69,BUF 13%; NE 13%; SF 8%
1148,MuddySlope-1,MuddySlope,0,32,0.001319,0.0,8e-05,94.69,BUF 19%; NE 18%; SF 8%
1149,GARTH VADER-1,GARTH VADER,0,32,0.001319,0.0,8e-05,94.69,BUF 19%; NE 18%; SF 8%
1150,Bet the Board-1,Bet the Board,0,32,0.001319,0.0,8e-05,94.69,BUF 19%; NE 18%; SF 8%
1151,Buckhell'sBubbleBoys-1,Buckhell'sBubbleBoys,0,32,0.001319,0.0,8e-05,94.69,BUF 19%; NE 18%; SF 8%
1152,WEEIII-1,WEEIII,0,32,0.001319,0.0,8e-05,94.69,BUF 19%; NE 18%; SF 8%
1153,CAJUNWOLF-1,CAJUNWOLF,0,32,0.001319,0.0,8e-05,94.69,BUF 19%; NE 18%; SF 8%
1154,Preacher71-2,Preacher71,0,32,0.001319,0.0,8e-05,94.69,BUF 15%; NE 15%; SF 8%
1155,Anonymous Donors-1,Anonymous Donors,0,32,0.001319,0.0,8e-05,91.53,BUF 19%; NE 18%; SF 8%
1156,Maiowe-1,Maiowe,0,32,0.001319,0.0,8e-05,91.53,BUF 15%; NE 15%; SF 8%
1157,JOE D-2,JOE D,0,32,0.001319,0.0,8e-05,91.53,BUF 19%; NE 18%; SF 8%
1158,4KW1617-1,4KW1617,0,32,0.001319,0.0,8e-05,91.53,BUF 19%; NE 18%; SF 8%
1159,BRUCEWAYNE-2,BRUCEWAYNE,0,32,0.001319,0.0,8e-05,91.53,BUF 15%; NE 15%; SF 8%
1160,Lightning-4,Lightning,0,32,0.001319,0.0,8e-05,91.53,BUF 10%; NE 10%; SF 7%
1161,DUCK-3,DUCK,0,32,0.001319,0.0,8e-05,91.53,BUF 15%; NE 15%; SF 8%
1162,GAVIN45-3,GAVIN45,0,32,0.001319,0.0,8e-05,91.53,BUF 19%; NE 18%; SF 8%
1163,Steven With A W-2,Steven With A W,0,32,0.001319,0.0,8e-05,91.53,BUF 19%; NE 18%; SF 8%
1164,Anonymous Donors-3,Anonymous Donors,0,32,0.001319,0.0,8e-05,91.53,BUF 13%; NE 13%; SF 8%
1165,MATADOR-2,MATADOR,0,32,0.001319,0.0,8e-05,85.81,BUF 15%; NE 15%; SF 8%
1166,DRYDIN-4,DRYDIN,0,32,0.001319,0.0,8e-05,85.81,BUF 19%; NE 18%; SF 8%
1167,DREWSLOCK2020-1,DREWSLOCK2020,0,32,0.001319,0.0,8e-05,85.81,BUF 19%; NE 18%; SF 8%
1168,BizzyBettor-2,BizzyBettor,0,32,0.001319,0.0,8e-05,85.81,BUF 19%; NE 18%; SF 8%
1169,Artie Blanco-1,Artie Blanco,0,32,0.001319,0.0,8e-05,83.21,BUF 19%; NE 18%; SF 8%
1170,Go For Two-2,Go For Two,0,32,0.001319,0.0,8e-05,83.21,BUF 19%; NE 18%; SF 8%
1171,scourrge-4,scourrge,0,32,0.001319,0.0,8e-05,80.76,BUF 19%; NE 18%; SF 8%
1172,Black Devil-2,Black Devil,0,32,0.001319,0.0,8e-05,80.76,BUF 13%; NE 13%; SF 8%
1173,Action Jackson-5,Action Jackson,0,32,0.001319,0.0,8e-05,68.65,BUF 10%; NE 10%; SF 7%
1174,DRYDIN-1,DRYDIN,0,32,0.001319,0.0,8e-05,68.65,BUF 11%; NE 11%; SF 8%
1175,Iron Mountain-2,Iron Mountain,0,32,0.001319,0.0,8e-05,68.65,BUF 13%; NE 13%; SF 8%
1176,ALL BALD DOME-1,ALL BALD DOME,0,32,0.001319,0.0,8e-05,68.65,BUF 19%; NE 18%; SF 8%
1177,Putting on the foil-4,Putting on the foil,0,32,0.001319,0.0,8e-05,68.65,BUF 19%; NE 18%; SF 8%
1178,SLIPSPORTS-2,SLIPSPORTS,0,32,0.001319,0.0,8e-05,68.65,BUF 15%; NE 15%; SF 8%
1179,HANS GRUBER-2,HANS GRUBER,0,32,0.001319,0.0,8e-05,56.04,BUF 15%; NE 15%; SF 8%
1180,KDWSPORTS-1,KDWSPORTS,0,32,0.001319,0.0,8e-05,56.04,BUF 13%; NE 13%; SF 8%
1181,Staying Alive-3,Staying Alive,0,32,0.001319,0.0,8e-05,56.04,BUF 15%; NE 15%; SF 8%
1182,Follow Proto-2,Follow Proto,0,32,0.001319,0.0,8e-05,56.04,BUF 15%; NE 15%; SF 8%
1183,Blakmagk-1,Blakmagk,0,32,0.001319,0.0,8e-05,56.04,BUF 19%; NE 18%; SF 8%
1184,TEAM KIKI-1,TEAM KIKI,0,32,0.001319,0.0,8e-05,56.04,BUF 19%; NE 18%; SF 8%
1185,Goodfellas-3,Goodfellas,0,32,0.001319,0.0,8e-05,56.04,BUF 13%; NE 13%; SF 8%
1186,TheDogs of Blueberry-2,TheDogs of Blueberry,0,32,0.001319,0.0,8e-05,56.04,BUF 15%; NE 15%; SF 8%
1187,LOS GUAPOS-2,LOS GUAPOS,0,32,0.001319,0.0,8e-05,53.84,BUF 15%; NE 15%; SF 8%
1188,SJM-3,SJM,0,32,0.001319,0.0,8e-05,53.84,BUF 13%; NE 13%; SF 8%
1189,Jamie 2X-1,Jamie 2X,0,32,0.001319,0.0,8e-05,53.84,BUF 19%; NE 18%; SF 8%
1190,TEAM BETTER EDGE-1,TEAM BETTER EDGE,0,32,0.001319,0.0,8e-05,53.84,BUF 19%; NE 18%; SF 8%
1191,BIGSHOTBOBANDTHEBOYS-1,BIGSHOTBOBANDTHEBOYS,0,32,0.001319,0.0,8e-05,53.84,BUF 19%; NE 18%; SF 8%
1192,LOS GUAPOS-1,LOS GUAPOS,0,32,0.001319,0.0,8e-05,53.84,BUF 19%; NE 18%; SF 8%
1193,SharpSyndicateSports-3,SharpSyndicateSports,0,32,0.001319,0.0,8e-05,53.84,BUF 13%; NE 13%; SF 8%
1194,ROBERT07-2,ROBERT07,0,32,0.001319,0.0,8e-05,53.84,BUF 19%; NE 18%; SF 8%
1195,buffalo1-4,buffalo1,0,32,0.001319,0.0,8e-05,48.18,BUF 15%; NE 15%; SF 8%
1196,Sting-4,Sting,0,32,0.001319,0.0,8e-05,48.18,BUF 19%; NE 18%; SF 8%
1197,Iron Mountain-3,Iron Mountain,0,32,0.001319,0.0,8e-05,48.18,BUF 10%; NE 10%; SF 7%
1198,No Regrets-5,No Regrets,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1199,Molly Mols-1,Molly Mols,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1200,TEAM MONEY-4,TEAM MONEY,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1201,TD TONY-2,TD TONY,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1202,BBOSSE22-2,BBOSSE22,0,32,0.001319,0.0,0.0,0.0,BUF 15%; NE 15%; SF 8%
1203,No Regrets-3,No Regrets,0,32,0.001319,0.0,0.0,0.0,BUF 11%; NE 11%; SF 8%
1204,Tampa Daven-3,Tampa Daven,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1205,Follow Proto-3,Follow Proto,0,32,0.001319,0.0,0.0,0.0,BUF 13%; NE 13%; SF 8%
1206,HeatStroke-2,HeatStroke,0,32,0.001319,0.0,0.0,0.0,BUF 13%; NE 13%; SF 8%
1207,Mikex2nRH-1,Mikex2nRH,0,32,0.001319,0.0,0.0,0.0,BUF 13%; NE 13%; SF 8%
1208,MEXIMELT-4,MEXIMELT,0,32,0.001319,0.0,0.0,0.0,BUF 11%; NE 11%; SF 8%
1209,Duck U-1,Duck U,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1210,Slater-1,Slater,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1211,PARMANN-1,PARMANN,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1212,PISO MOJADO-4,PISO MOJADO,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1213,He Is The One-1,He Is The One,0,32,0.001319,0.0,0.0,0.0,BUF 15%; NE 15%; SF 8%
1214,XXYYZZ-1,XXYYZZ,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1215,WHERE'S LUNCH-5,WHERE'S LUNCH,0,32,0.001319,0.0,0.0,0.0,BUF 13%; NE 13%; SF 8%
1216,GRAYSALMANAC-2,GRAYSALMANAC,0,32,0.001319,0.0,0.0,0.0,BUF 15%; NE 15%; SF 8%
1217,Gopeter-2,Gopeter,0,32,0.001319,0.0,0.0,0.0,BUF 15%; NE 15%; SF 8%
1218,GAVIN45-1,GAVIN45,0,32,0.001319,0.0,0.0,0.0,BUF 13%; NE 13%; SF 8%
1219,Go For Two-1,Go For Two,0,32,0.001319,0.0,0.0,0.0,BUF 15%; NE 15%; SF 8%
1220,Trouble With TheSnap-1,Trouble With TheSnap,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1221,MINTF-4,MINTF,0,32,0.001319,0.0,0.0,0.0,BUF 10%; NE 10%; SF 7%
1222,Mahomes 1973-1,Mahomes 1973,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1223,BK tingle-1,BK tingle,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1224,ididn'tseethatcoming-3,ididn'tseethatcoming,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1225,Jimmy Wiseguy-2,Jimmy Wiseguy,0,32,0.001319,0.0,0.0,0.0,BUF 15%; NE 15%; SF 8%
1226,IMAWHALE SPORTS-4,IMAWHALE SPORTS,0,32,0.001319,0.0,0.0,0.0,BUF 11%; NE 11%; SF 8%
1227,MBEASY-1,MBEASY,0,32,0.001319,0.0,0.0,0.0,BUF 13%; NE 13%; SF 8%
1228,Fresh Prince-3,Fresh Prince,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1229,Gamblinsteve-2,Gamblinsteve,0,32,0.001319,0.0,0.0,0.0,BUF 15%; NE 15%; SF 8%
1230,KearneyOmallys-1,KearneyOmallys,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1231,Juice Box-1,Juice Box,0,32,0.001319,0.0,0.0,0.0,BUF 15%; NE 15%; SF 8%
1232,WARDOG-4,WARDOG,0,32,0.001319,0.0,0.0,0.0,BUF 15%; NE 15%; SF 8%
1233,Jrod-2,Jrod,0,32,0.001319,0.0,0.0,0.0,BUF 10%; NE 10%; SF 7%
1234,TOMPAPAGEORGIO-2,TOMPAPAGEORGIO,0,32,0.001319,0.0,0.0,0.0,BUF 15%; NE 15%; SF 8%
1235,Luckydog-1,Luckydog,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1236,MAKENA-1,MAKENA,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1237,Lucas Nogueira-4,Lucas Nogueira,0,32,0.001319,0.0,0.0,0.0,BUF 13%; NE 13%; SF 8%
1238,POLISH PRINCE-1,POLISH PRINCE,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1239,UNITAS 19-1,UNITAS 19,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1240,WHERE'S LUNCH-2,WHERE'S LUNCH,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1241,TOMPAPAGEORGIO-5,TOMPAPAGEORGIO,0,32,0.001319,0.0,0.0,0.0,BUF 10%; NE 10%; SF 7%
1242,Lord Smith-2,Lord Smith,0,32,0.001319,0.0,0.0,0.0,BUF 15%; NE 15%; SF 8%
1243,YEEGONE2-1,YEEGONE2,0,32,0.001319,0.0,0.0,0.0,BUF 13%; NE 13%; SF 8%
1244,Schematic Advantage-5,Schematic Advantage,0,32,0.001319,0.0,0.0,0.0,BUF 11%; NE 11%; SF 8%
1245,GAMBLEBALLS-4,GAMBLEBALLS,0,32,0.001319,0.0,0.0,0.0,BUF 15%; NE 15%; SF 8%
1246,brooksboomers-1,brooksboomers,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1247,BonkAgainstTheSpread-2,BonkAgainstTheSpread,0,32,0.001319,0.0,0.0,0.0,BUF 13%; NE 13%; SF 8%
1248,BMoney-1,BMoney,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1249,Barstow Bats-1,Barstow Bats,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1250,Anonymous Donors-2,Anonymous Donors,0,32,0.001319,0.0,0.0,0.0,BUF 15%; NE 15%; SF 8%
1251,CHIRDNATION-1,CHIRDNATION,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1252,YEEGONE-4,YEEGONE,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1253,ALCO 328-1,ALCO 328,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1254,Ramblin' and Gamblin-1,Ramblin' and Gamblin,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1255,PROBST-4,PROBST,0,32,0.001319,0.0,0.0,0.0,BUF 10%; NE 10%; SF 7%
1256,MICHCONN-2,MICHCONN,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1257,Chaddie & Maddie-2,Chaddie & Maddie,0,32,0.001319,0.0,0.0,0.0,BUF 11%; NE 11%; SF 8%
1258,Beast betting house-2,Beast betting house,0,32,0.001319,0.0,0.0,0.0,BUF 13%; NE 13%; SF 8%
1259,Larry B 27-5,Larry B 27,0,32,0.001319,0.0,0.0,0.0,BUF 11%; NE 11%; SF 8%
1260,CLARKGRIZWOLD-5,CLARKGRIZWOLD,0,32,0.001319,0.0,0.0,0.0,BUF 10%; NE 10%; SF 7%
1261,ConcreteMike-1,ConcreteMike,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1262,NORTH OF THE BORDER-2,NORTH OF THE BORDER,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1263,Shamy-5,Shamy,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1264,The Mad Russian-4,The Mad Russian,0,32,0.001319,0.0,0.0,0.0,BUF 15%; NE 15%; SF 8%
1265,Dawgpicks-1,Dawgpicks,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1266,ODBMG-4,ODBMG,0,32,0.001319,0.0,0.0,0.0,BUF 11%; NE 11%; SF 8%
1267,PISANOWINZ-4,PISANOWINZ,0,32,0.001319,0.0,0.0,0.0,BUF 11%; NE 11%; SF 8%
1268,docsvegaspicks-1,docsvegaspicks,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1269,Niche-4,Niche,0,32,0.001319,0.0,0.0,0.0,BUF 11%; NE 11%; SF 8%
1270,Gamblenomics-2,Gamblenomics,0,32,0.001319,0.0,0.0,0.0,BUF 13%; NE 13%; SF 8%
1271,Exodus 20-2,Exodus 20,0,32,0.001319,0.0,0.0,0.0,BUF 15%; NE 15%; SF 8%
1272,EL LOCO IS-1,EL LOCO IS,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1273,EL PADRE-1,EL PADRE,0,32,0.001319,0.0,0.0,0.0,BUF 15%; NE 15%; SF 8%
1274,Fat Heads-1,Fat Heads,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1275,Exodus 20-1,Exodus 20,0,32,0.001319,0.0,0.0,0.0,BUF 13%; NE 13%; SF 8%
1276,DOG OR PASS-1,DOG OR PASS,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1277,PGAMOPTOUR5-3,PGAMOPTOUR5,0,32,0.001319,0.0,0.0,0.0,BUF 13%; NE 13%; SF 8%
1278,YEEGONE3-3,YEEGONE3,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1279,Gamblenomics-4,Gamblenomics,0,32,0.001319,0.0,0.0,0.0,BUF 10%; NE 10%; SF 7%
1280,M_EHRMANTRAUT-3,M_EHRMANTRAUT,0,32,0.001319,0.0,0.0,0.0,BUF 10%; NE 10%; SF 7%
1281,MUSS BRENTBURGER-1,MUSS BRENTBURGER,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1282,MonsterLoc-1,MonsterLoc,0,32,0.001319,0.0,0.0,0.0,BUF 15%; NE 15%; SF 8%
1283,ASTROFAN63-1,ASTROFAN63,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1284,Gator28-2,Gator28,0,32,0.001319,0.0,0.0,0.0,BUF 13%; NE 13%; SF 8%
1285,Gamblinsteve-4,Gamblinsteve,0,32,0.001319,0.0,0.0,0.0,BUF 11%; NE 11%; SF 8%
1286,Slater-4,Slater,0,32,0.001319,0.0,0.0,0.0,BUF 10%; NE 10%; SF 7%
1287,Slater-2,Slater,0,32,0.001319,0.0,0.0,0.0,BUF 13%; NE 13%; SF 8%
1288,SIMP Gaming-1,SIMP Gaming,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1289,BOYCOTT 8 PCT-2,BOYCOTT 8 PCT,0,32,0.001319,0.0,0.0,0.0,BUF 10%; NE 10%; SF 7%
1290,BRONKMANCH-1,BRONKMANCH,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1291,beefaroni-3,beefaroni,0,32,0.001319,0.0,0.0,0.0,BUF 10%; NE 10%; SF 7%
1292,Bitcoin1-2,Bitcoin1,0,32,0.001319,0.0,0.0,0.0,BUF 15%; NE 15%; SF 8%
1293,BOYCOTT 8 PCT-1,BOYCOTT 8 PCT,0,32,0.001319,0.0,0.0,0.0,BUF 11%; NE 11%; SF 8%
1294,BBOSSE22-4,BBOSSE22,0,32,0.001319,0.0,0.0,0.0,BUF 11%; NE 11%; SF 8%
1295,Barry Lb-1,Barry Lb,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1296,Armenian-1,Armenian,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1297,chowsHeroes-1,chowsHeroes,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1298,ROBERTRUTTER-2,ROBERTRUTTER,0,32,0.001319,0.0,0.0,0.0,BUF 15%; NE 15%; SF 8%
1299,RICKSKINS-3,RICKSKINS,0,32,0.001319,0.0,0.0,0.0,BUF 10%; NE 10%; SF 7%
1300,buffalo1-3,buffalo1,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1301,COOLCATSANDKITTENS-4,COOLCATSANDKITTENS,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1302,Bjorn-2,Bjorn,0,32,0.001319,0.0,0.0,0.0,BUF 15%; NE 15%; SF 8%
1303,CANDYMAN-1,CANDYMAN,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1304,CAVEHAWKS-1,CAVEHAWKS,0,32,0.001319,0.0,0.0,0.0,BUF 15%; NE 15%; SF 8%
1305,ROBERT07-1,ROBERT07,0,32,0.001319,0.0,0.0,0.0,BUF 15%; NE 15%; SF 8%
1306,ROBERT07-3,ROBERT07,0,32,0.001319,0.0,0.0,0.0,BUF 13%; NE 13%; SF 8%
1307,RICKSKINS-2,RICKSKINS,0,32,0.001319,0.0,0.0,0.0,BUF 11%; NE 11%; SF 8%
1308,buffalo1-2,buffalo1,0,32,0.001319,0.0,0.0,0.0,BUF 11%; NE 11%; SF 8%
1309,Jokey-1,Jokey,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1310,Supreme Court-1,Supreme Court,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1311,Spaceman333-1,Spaceman333,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1312,Luther41-3,Luther41,0,32,0.001319,0.0,0.0,0.0,BUF 15%; NE 15%; SF 8%
1313,MALM20-1,MALM20,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1314,ODBMG-2,ODBMG,0,32,0.001319,0.0,0.0,0.0,BUF 15%; NE 15%; SF 8%
1315,Belvedere-1,Belvedere,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1316,DIGGS ALLEN '22-5,DIGGS ALLEN '22,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1317,SOFAKINGZ-2,SOFAKINGZ,0,32,0.001319,0.0,0.0,0.0,BUF 15%; NE 15%; SF 8%
1318,KillBillHill-1,KillBillHill,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1319,TEAM MOIST-4,TEAM MOIST,0,32,0.001319,0.0,0.0,0.0,BUF 11%; NE 11%; SF 8%
1320,JUICE IS FOR LOSERS-1,JUICE IS FOR LOSERS,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1321,@Pigskin_Junkies-1,@Pigskin_Junkies,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1322,Action Jackson-4,Action Jackson,0,32,0.001319,0.0,0.0,0.0,BUF 11%; NE 11%; SF 8%
1323,@Jay Swah Sports-1,@Jay Swah Sports,0,32,0.001319,0.0,0.0,0.0,BUF 13%; NE 13%; SF 8%
1324,FILESTXCAN-1,FILESTXCAN,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1325,7- Out-4,7- Out,0,32,0.001319,0.0,0.0,0.0,BUF 11%; NE 11%; SF 8%
1326,Shamy-3,Shamy,0,32,0.001319,0.0,0.0,0.0,BUF 10%; NE 10%; SF 7%
1327,SharpSyndicateSports-2,SharpSyndicateSports,0,32,0.001319,0.0,0.0,0.0,BUF 10%; NE 10%; SF 7%
1328,7- Out-2,7- Out,0,32,0.001319,0.0,0.0,0.0,BUF 15%; NE 15%; SF 8%
1329,Shustine-2,Shustine,0,32,0.001319,0.0,0.0,0.0,BUF 13%; NE 13%; SF 8%
1330,SMOOTH TASTE FOOL YA-3,SMOOTH TASTE FOOL YA,0,32,0.001319,0.0,0.0,0.0,BUF 11%; NE 11%; SF 8%
1331,KSSA-1,KSSA,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1332,MXX-1,MXX,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1333,O8UNLV-1,O8UNLV,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1334,ORDER UP-2,ORDER UP,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1335,PRAY4DUBB-4,PRAY4DUBB,0,32,0.001319,0.0,0.0,0.0,BUF 13%; NE 13%; SF 8%
1336,Mean Machine-1,Mean Machine,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1337,PISANOWINZ-3,PISANOWINZ,0,32,0.001319,0.0,0.0,0.0,BUF 13%; NE 13%; SF 8%
1338,Cuddy120-1,Cuddy120,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1339,NorthCountyCapital-1,NorthCountyCapital,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1340,CNT WALK-1,CNT WALK,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1341,SUBIIME-5,SUBIIME,0,32,0.001319,0.0,0.0,0.0,BUF 10%; NE 10%; SF 7%
1342,JOE D-1,JOE D,0,32,0.001319,0.0,0.0,0.0,BUF 15%; NE 15%; SF 8%
1343,Gator28-5,Gator28,0,32,0.001319,0.0,0.0,0.0,BUF 15%; NE 15%; SF 8%
1344,U T S.-1,U T S.,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1345,Locksmith-1,Locksmith,0,32,0.001319,0.0,0.0,0.0,BUF 15%; NE 15%; SF 8%
1346,Jrod-1,Jrod,0,32,0.001319,0.0,0.0,0.0,BUF 15%; NE 15%; SF 8%
1347,KDWSPORTS-3,KDWSPORTS,0,32,0.001319,0.0,0.0,0.0,BUF 15%; NE 15%; SF 8%
1348,Jokey-2,Jokey,0,32,0.001319,0.0,0.0,0.0,BUF 15%; NE 15%; SF 8%
1349,The ATS ATM-1,The ATS ATM,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1350,Tampa Daven-1,Tampa Daven,0,32,0.001319,0.0,0.0,0.0,BUF 11%; NE 11%; SF 8%
1351,Steel-1,Steel,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1352,TEAM MOIST-5,TEAM MOIST,0,32,0.001319,0.0,0.0,0.0,BUF 10%; NE 10%; SF 7%
